Kim Jong-Un	North Korea, Executive Executive Office Government Major Party (In Government) Parties Elite (National) Major Party Government
Kevin Rudd	Australia, Global Executive Government Executive Office Government Major Party (In Government) Parties Global Diplomatic IGOs International Government Organization Elite (National) Major Party Foreign Ministry Opposition Major Party (Out Of Government)
Jacques Chirac	France, Executive Regional Executive Office Regional Diplomatic IGOs Center Right Parties Judicial International Government Organization Elite Ideological (National) Major Party Military Government
Cabinet / Council of Ministers / Advisors (Indonesia)	Executive Cabinet Government
David Granger	Guyana, Executive Executive Office Parties Elite (National) Major Party Government
Employee (Israel)	Labor Social
Protester (Israel)	Dissident Protestors / Popular Opposition / Mobs
Ministry (Israel)	Government
Treasury/Finance Ministry (Israel)	Finance / Economy / Commerce / Trade Ministry Executive Government
Cabinet / Council of Ministers / Advisors (Israel)	Executive Cabinet Government
Hafiz Mohammad Saeed	Pakistan, Dissident Radicals / Extremists / Fundamentalists Muslim International Religious
Iranian Kurds	Iran, International Ethnic Kurd (Ethnic Group)
Justice Department/Ministery (Palestinian Territory, Occupied)	Judicial Government
Stefan Löfven	Sweden, Executive Office Executive Elite Government
Sweden	Sweden, Regional Diplomatic IGOs International Government Organization Regional
Citizen (Sweden)	Regional Regional Diplomatic IGOs General Population / Civilian / Social International Government Organization Social
Fawzi Barhum	Occupied Palestinian Territory, International Religious Parties Muslim Dissident (National) Major Party Nongovernmental Organization (International)
Wang Yi	China, Executive Foreign Ministry Government
Li Keqiang	China, Executive Executive Office Unicameral Government Major Party (In Government) Parties Legislative / Parliamentary Elite (National) Major Party Government
Dmitry Anatolyevich Medvedev	Russian Federation, Executive Executive Office International Religious Elite Orthodox Government
Police (Afghanistan)	Police Government
Police (South Africa)	Police Government
Men (South Africa)	General Population / Civilian / Social Social
Media Personnel (South Africa)	Social Media
Criminal (South Africa)	Criminals / Gangs Dissident
Julius Malema	South Africa, Far Left Government Major Party (In Government) Parties Ideological (National) Major Party
Government (South Africa)	Government
Media (South Korea)	Social Media
Military Personnel (South Africa)	Military Government
City Mayor (Philippines)	Municipal Government Local
Armed Gang (Philippines)	Unidentified Forces
Men (Philippines)	General Population / Civilian / Social Social
Women (South Africa)	General Population / Civilian / Social Social
Democratic Alliance	South Africa, Parties Center Left (National) Major Party Ideological
Citizen (South Africa)	General Population / Civilian / Social Social
European Commission	International Government Organizations, Regional Diplomatic IGOs International Government Organization Regional
Archbishop (Ireland)	National Religious Social
Defence Forces	Ireland, Military Government
Business (Ireland)	Business Social
Arlene Foster	United Kingdom, Center Right Parties Elite Ideological (National) Minor Party Government
Sinn Féin	Ireland, Nationalist Parties Ideological Center Left (National) Major Party
Citizen (Turkey)	General Population / Civilian / Social Social
Lawmaker (Germany)	Regional Regional Diplomatic IGOs Legislative / Parliamentary International Government Organization Government
Police (Germany)	Police Regional Regional Diplomatic IGOs International Government Organization Government
Pan Africanist Congress of Azania	South Africa, Far Left Nationalist Parties Ideological (National) Minor Party
Mukhtar Abbas Naqvi	India, (National) Major Party Parties Opposition Major Party (Out Of Government)
Member of Parliament (Afghanistan)	Legislative / Parliamentary Government
Ministry of Energy and Water (Afghanistan)	Energy Ministry Executive Government Water Ministry
Ministry (Brazil)	Government
Head of Government (Brazil)	Executive Office Executive Government
Abdulfatah Ahmed	Nigeria, Parties Local Provincial Ideological Centrist (National) Major Party Government
Military (Nigeria)	Military Government
Insurgent (Boko Haram)	Dissident Insurgents International Religious Muslim
Insurgent (Nigeria)	Dissident Rebel
Children (Nigeria)	General Population / Civilian / Social Social
Women (Nigeria)	General Population / Civilian / Social Social
Murderer (Australia)	Criminals / Gangs Dissident
Fire Brigade (Australia)	Government
Party Member (South Korea)	Parties
Tarek William Saab	Venezuela, Far Left Parties Local Provincial Ideological (National) Major Party Government
Lawyer/Attorney (Venezuela)	Legal Social
Militant (Palestinian Territory, Occupied)	Unidentified Forces
Mark Rutte	Netherlands, Executive Executive Office Lower House Center Right Parties Legislative / Parliamentary Elite Ideological (National) Minor Party Government
Media (Slovenia)	Social Media
Government Official (Afghanistan)	Government
Men (Singapore)	General Population / Civilian / Social Social
Police (Singapore)	Police Government
Citizen (Singapore)	General Population / Civilian / Social Social
Media Personnel (India)	Social Media
Terrorist (Pakistan)	Dissident Rebel
Jitendra Singh	India, Government
Government (Nigeria)	Government
Legislature (Uganda)	Legislative / Parliamentary Government
Member of Parliament (Uganda)	Legislative / Parliamentary Government
Armed Gang (Boko Haram)	Dissident Insurgents International Religious Muslim
Muhammad ibn Salman	Saudi Arabia, Defense / Security Ministry Executive Government
Governor (India)	Provincial Government Local
Criminal (Australia)	Criminals / Gangs Dissident
Insurgent (Afghanistan)	Dissident Rebel
All Progressives Congress	Nigeria, (National) Major Party Parties
Ruling Party (Nigeria)	Government Major Party (In Government) (National) Major Party Parties
Police (Nigeria)	Police Government
Agriculture / Fishing / Forestry Ministry (Tanzania)	Agriculture / Fishing / Forestry Ministry Government Executive
Governor (Sudan)	Provincial Government Local
Sudanese Armed Forces	Sudan, Military Government
Militant (Islamic State of Iraq and the Levant)	Sunni International Religious Muslim Ideological Dissident Insurgents Fundamentalist
Yang Jiechi	China, Foreign Ministry Executive Elite Government
Ajit Doval	India, Defense / Security Ministry Executive Government
Mehbooba Mufti	India, Legislative / Parliamentary Provincial Government Local
People Associated with the Opposition (India)	Dissident Protestors / Popular Opposition / Mobs
Police (Bangladesh)	Police Government
Biman Bangladesh Airlines	Bangladesh, Business Social
Lee Nak-yeon	South Korea, Executive Office Executive Elite Government
Organization for Security and Cooperation in Europe	International Government Organizations, International Government Organization Regional Defense / Security IGOs Regional
Treasury/Finance Ministry (France)	Executive Regional Finance / Economy / Commerce / Trade Ministry Regional Diplomatic IGOs International Government Organization Government
Edgars Rinkevics	Latvia, Executive Foreign Ministry Government
Kang Kyung Wha	South Korea, Finance / Economy / Commerce / Trade Ministry Executive Foreign Ministry Government
Air Force (Israel)	Air Force Military Government
Venkaiah Naidu	India, Executive Executive Office Information / Communication / Transparency Ministry Parties Legislative / Parliamentary Opposition Major Party (Out Of Government) (National) Major Party Government Housing / Construction Ministry
Ali Shamkhani	Iran, Defense / Security Ministry Executive Cabinet Government
al-Mayadeen TV	Lebanon, Social Media
People's Mujahedin of Iran	Iran, Far Left International Religious Ideological Dissident Banned Parties
Iraqi Kurds	Iraq, International Ethnic Kurd (Ethnic Group)
Intelligence Officer (Vietnam)	Intelligence Ministry Executive Government
Police (Vietnam)	Police Government
Lawyer/Attorney (Vietnam)	Legal Social
Military Personnel (India)	Military Government
Raúl Castro	Cuba, Communist Executive Defense / Security Ministry Executive Office Parties Cabinet Elite Ideological (National) Major Party Government
Mauricio Macri	Argentina, Executive Municipal Party Executive Office Center Right Parties Local Municipal Elite Ideological Government
Nirmala Sitharaman	India, Executive Defense / Security Ministry Finance / Economy / Commerce / Trade Ministry Parties Legislative / Parliamentary Social (National) Major Party Government Media Opposition Major Party (Out Of Government)
Combatant (Al-Shabaab)	Dissident Insurgents International Religious Muslim
Cable News Network	United States, News Television News Social Media
Professor (Nigeria)	Education Social
Mike Ozekhome	Nigeria, Nongovernmental Organization (International) Human Rights IGOs
Head of Government (Nigeria)	Executive Office Executive Government
Human Rights Activist (Nigeria)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Lawyer/Attorney (Nigeria)	Legal Social
